,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,ref_name
1720,2005-01-01,Aston Villa,Blackburn,1.0,0.0,H,0.0,0.0,D,11.0,9.0,3.0,4.0,6.0,7.0,9.0,9.0,1.0,0.0,0.0,0.0,Howard Webb
1721,2005-01-01,Bolton,West Brom,1.0,1.0,D,0.0,1.0,A,25.0,11.0,15.0,7.0,7.0,3.0,13.0,15.0,0.0,1.0,0.0,0.0,Mike Dean
1722,2005-01-01,Charlton,Arsenal,1.0,3.0,A,1.0,1.0,D,7.0,8.0,4.0,5.0,1.0,2.0,13.0,15.0,1.0,1.0,0.0,0.0,Mark Halsey
1723,2005-01-01,Fulham,Crystal Palace,3.0,1.0,H,1.0,1.0,D,12.0,7.0,6.0,3.0,4.0,2.0,11.0,18.0,1.0,3.0,0.0,0.0,Dermot Gallagher
1724,2005-01-01,Liverpool,Chelsea,0.0,1.0,A,0.0,0.0,D,14.0,8.0,7.0,7.0,3.0,2.0,14.0,16.0,2.0,2.0,0.0,0.0,Mike Riley
1725,2005-01-01,Man City,Southampton,2.0,1.0,H,2.0,0.0,H,15.0,6.0,8.0,1.0,9.0,8.0,12.0,9.0,0.0,0.0,0.0,0.0,Chris Foy
1726,2005-01-01,Middlesbrough,Man United,0.0,2.0,A,0.0,1.0,A,6.0,13.0,2.0,7.0,10.0,4.0,13.0,9.0,1.0,0.0,0.0,0.0,Alan Wiley
1727,2005-01-01,Newcastle,Birmingham,2.0,1.0,H,2.0,0.0,H,8.0,10.0,4.0,8.0,6.0,5.0,8.0,14.0,1.0,2.0,0.0,0.0,Rob Styles
1728,2005-01-01,Portsmouth,Norwich,1.0,1.0,D,0.0,1.0,A,14.0,6.0,6.0,5.0,7.0,5.0,13.0,6.0,3.0,0.0,0.0,1.0,Phil Dowd
1729,2005-01-01,Tottenham,Everton,5.0,2.0,H,2.0,1.0,H,14.0,6.0,12.0,3.0,6.0,4.0,8.0,13.0,0.0,0.0,0.0,0.0,Steve Dunn
1730,2005-03-01,Blackburn,Charlton,1.0,0.0,H,1.0,0.0,H,16.0,9.0,11.0,6.0,6.0,8.0,11.0,14.0,2.0,3.0,0.0,0.0,Alan Wiley
1731,2005-03-01,Crystal Palace,Aston Villa,2.0,0.0,H,1.0,0.0,H,14.0,12.0,9.0,6.0,7.0,7.0,8.0,14.0,2.0,3.0,0.0,0.0,Andy D'Urso
1732,2005-03-01,Norwich,Liverpool,1.0,2.0,A,0.0,0.0,D,7.0,11.0,4.0,6.0,5.0,2.0,16.0,19.0,2.0,3.0,0.0,0.0,Howard Webb
1733,2005-03-01,West Brom,Newcastle,0.0,0.0,D,0.0,0.0,D,8.0,12.0,5.0,7.0,1.0,6.0,9.0,7.0,2.0,0.0,0.0,0.0,Neale Barry
1734,2005-04-01,Arsenal,Man City,1.0,1.0,D,0.0,1.0,A,13.0,5.0,9.0,4.0,12.0,5.0,10.0,13.0,3.0,3.0,0.0,0.0,Rob Styles
1735,2005-04-01,Birmingham,Bolton,1.0,2.0,A,0.0,1.0,A,14.0,11.0,8.0,6.0,6.0,5.0,12.0,12.0,2.0,2.0,0.0,0.0,Uriah Rennie
1736,2005-04-01,Chelsea,Middlesbrough,2.0,0.0,H,2.0,0.0,H,14.0,2.0,10.0,1.0,4.0,3.0,15.0,9.0,2.0,1.0,0.0,0.0,Steve Bennett
1737,2005-04-01,Everton,Portsmouth,2.0,1.0,H,1.0,1.0,D,17.0,9.0,7.0,6.0,8.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,Peter Walton
1738,2005-04-01,Man United,Tottenham,0.0,0.0,D,0.0,0.0,D,23.0,7.0,16.0,5.0,8.0,2.0,11.0,13.0,1.0,2.0,0.0,0.0,Mark Clattenburg
1739,2005-05-01,Southampton,Fulham,3.0,3.0,D,2.0,2.0,D,8.0,12.0,5.0,7.0,2.0,10.0,16.0,16.0,2.0,2.0,0.0,0.0,Graham Poll
1740,2005-01-15,Aston Villa,Norwich,3.0,0.0,H,2.0,0.0,H,22.0,7.0,10.0,1.0,7.0,5.0,15.0,12.0,0.0,0.0,0.0,0.0,Mike Riley
1741,2005-01-15,Bolton,Arsenal,1.0,0.0,H,1.0,0.0,H,9.0,11.0,3.0,7.0,8.0,7.0,8.0,8.0,2.0,1.0,0.0,0.0,Mark Clattenburg
1742,2005-01-15,Charlton,Birmingham,3.0,1.0,H,1.0,0.0,H,10.0,10.0,6.0,6.0,4.0,4.0,11.0,10.0,0.0,2.0,0.0,0.0,Chris Foy
1743,2005-01-15,Liverpool,Man United,0.0,1.0,A,0.0,1.0,A,13.0,5.0,5.0,2.0,9.0,4.0,12.0,25.0,2.0,4.0,0.0,1.0,Steve Bennett
1744,2005-01-15,Man City,Crystal Palace,3.0,1.0,H,2.0,1.0,H,16.0,7.0,9.0,2.0,7.0,7.0,10.0,11.0,2.0,1.0,0.0,0.0,Andre Marriner
1745,2005-01-15,Newcastle,Southampton,2.0,1.0,H,2.0,1.0,H,22.0,9.0,17.0,6.0,14.0,4.0,12.0,20.0,0.0,2.0,0.0,0.0,Uriah Rennie
1746,2005-01-15,Portsmouth,Blackburn,0.0,1.0,A,0.0,0.0,D,11.0,14.0,1.0,6.0,5.0,6.0,13.0,23.0,2.0,6.0,2.0,0.0,Andy D'Urso
1747,2005-01-15,Tottenham,Chelsea,0.0,2.0,A,0.0,1.0,A,12.0,12.0,4.0,5.0,4.0,7.0,14.0,12.0,2.0,4.0,0.0,0.0,Graham Poll
1748,2005-01-16,Fulham,West Brom,1.0,0.0,H,0.0,0.0,D,8.0,7.0,4.0,6.0,7.0,5.0,12.0,12.0,3.0,1.0,0.0,0.0,Peter Walton
1749,2005-01-16,Middlesbrough,Everton,1.0,1.0,D,1.0,0.0,H,18.0,13.0,12.0,5.0,9.0,6.0,12.0,10.0,1.0,2.0,0.0,0.0,Dermot Gallagher
1750,2005-01-22,Birmingham,Fulham,1.0,2.0,A,0.0,0.0,D,8.0,6.0,5.0,3.0,5.0,3.0,16.0,11.0,1.0,3.0,0.0,0.0,Phil Dowd
1751,2005-01-22,Chelsea,Portsmouth,3.0,0.0,H,3.0,0.0,H,14.0,9.0,9.0,5.0,2.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,Mike Riley
1752,2005-01-22,Crystal Palace,Tottenham,3.0,0.0,H,0.0,0.0,D,8.0,12.0,7.0,6.0,5.0,4.0,9.0,14.0,1.0,2.0,0.0,0.0,Chris Foy
1753,2005-01-22,Everton,Charlton,0.0,1.0,A,0.0,1.0,A,12.0,4.0,7.0,3.0,9.0,5.0,13.0,10.0,1.0,2.0,0.0,0.0,Howard Webb
1754,2005-01-22,Man United,Aston Villa,3.0,1.0,H,1.0,0.0,H,18.0,10.0,11.0,6.0,4.0,2.0,11.0,21.0,2.0,5.0,0.0,0.0,Mark Halsey
1755,2005-01-22,Norwich,Middlesbrough,4.0,4.0,D,1.0,1.0,D,17.0,22.0,9.0,15.0,5.0,8.0,11.0,16.0,0.0,3.0,0.0,0.0,Matt Messias
