,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,ref_name
2094,2006-02-01,Birmingham,Wigan,2.0,0.0,H,2.0,0.0,H,8.0,6.0,4.0,2.0,8.0,3.0,9.0,16.0,1.0,2.0,0.0,0.0,Peter Walton
2095,2006-02-01,Blackburn,Portsmouth,2.0,1.0,H,2.0,1.0,H,12.0,8.0,7.0,4.0,4.0,6.0,11.0,12.0,1.0,4.0,0.0,0.0,Mike Dean
2096,2006-02-01,Bolton,Liverpool,2.0,2.0,D,1.0,0.0,H,12.0,15.0,7.0,7.0,3.0,5.0,16.0,14.0,2.0,3.0,0.0,0.0,Mark Clattenburg
2097,2006-02-01,Everton,Charlton,3.0,1.0,H,2.0,1.0,H,13.0,11.0,6.0,4.0,5.0,2.0,13.0,14.0,0.0,2.0,0.0,0.0,Uriah Rennie
2098,2006-02-01,Fulham,Sunderland,2.0,1.0,H,1.0,1.0,D,12.0,10.0,9.0,7.0,6.0,6.0,9.0,14.0,2.0,2.0,0.0,1.0,Dermot Gallagher
2099,2006-02-01,Newcastle,Middlesbrough,2.0,2.0,D,1.0,0.0,H,10.0,8.0,5.0,3.0,5.0,2.0,14.0,13.0,0.0,2.0,0.0,0.0,Steve Bennett
2100,2006-02-01,West Brom,Aston Villa,1.0,2.0,A,0.0,0.0,D,9.0,13.0,5.0,7.0,7.0,6.0,9.0,13.0,2.0,3.0,0.0,0.0,Rob Styles
2101,2006-02-01,West Ham,Chelsea,1.0,3.0,A,0.0,1.0,A,6.0,17.0,3.0,10.0,2.0,5.0,10.0,11.0,1.0,3.0,0.0,0.0,Howard Webb
2102,2006-03-01,Arsenal,Man United,0.0,0.0,D,0.0,0.0,D,8.0,16.0,5.0,6.0,6.0,9.0,17.0,13.0,2.0,3.0,0.0,0.0,Graham Poll
2103,2006-04-01,Man City,Tottenham,0.0,2.0,A,0.0,1.0,A,13.0,8.0,3.0,2.0,12.0,8.0,8.0,11.0,2.0,2.0,0.0,0.0,Alan Wiley
2104,2006-01-14,Arsenal,Middlesbrough,7.0,0.0,H,4.0,0.0,H,24.0,5.0,17.0,2.0,4.0,6.0,12.0,14.0,1.0,2.0,0.0,1.0,Rob Styles
2105,2006-01-14,Aston Villa,West Ham,1.0,2.0,A,1.0,0.0,H,14.0,10.0,8.0,7.0,4.0,10.0,15.0,21.0,1.0,3.0,0.0,0.0,Phil Dowd
