,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,ref_name
2859,2008-01-01,Arsenal,West Ham,2.0,0.0,H,2.0,0.0,H,21.0,15.0,13.0,7.0,5.0,7.0,5.0,7.0,0.0,3.0,0.0,0.0,Chris Foy
2860,2008-01-01,Aston Villa,Tottenham,2.0,1.0,H,1.0,0.0,H,14.0,9.0,4.0,6.0,8.0,2.0,5.0,16.0,0.0,3.0,0.0,0.0,Steve Tanner
2861,2008-01-01,Fulham,Chelsea,1.0,2.0,A,1.0,0.0,H,5.0,11.0,2.0,5.0,4.0,8.0,7.0,8.0,1.0,0.0,0.0,0.0,Mark Halsey
2862,2008-01-01,Man United,Birmingham,1.0,0.0,H,1.0,0.0,H,18.0,11.0,13.0,4.0,2.0,0.0,11.0,8.0,1.0,4.0,0.0,0.0,Peter Walton
2863,2008-01-01,Middlesbrough,Everton,0.0,2.0,A,0.0,0.0,D,7.0,5.0,4.0,3.0,5.0,6.0,18.0,11.0,0.0,1.0,0.0,0.0,Mike Riley
2864,2008-01-01,Reading,Portsmouth,0.0,2.0,A,0.0,1.0,A,9.0,18.0,5.0,13.0,5.0,4.0,10.0,6.0,3.0,1.0,1.0,0.0,Mike Dean
2865,2008-02-01,Blackburn,Sunderland,1.0,0.0,H,0.0,0.0,D,8.0,7.0,3.0,4.0,7.0,3.0,12.0,11.0,3.0,4.0,0.0,1.0,Rob Styles
2866,2008-02-01,Bolton,Derby,1.0,0.0,H,0.0,0.0,D,12.0,9.0,5.0,3.0,11.0,7.0,8.0,10.0,2.0,3.0,0.0,0.0,Howard Webb
2867,2008-02-01,Liverpool,Wigan,1.0,1.0,D,0.0,0.0,D,15.0,6.0,11.0,1.0,4.0,1.0,13.0,16.0,2.0,1.0,0.0,0.0,Steve Bennett
2868,2008-02-01,Newcastle,Man City,0.0,2.0,A,0.0,1.0,A,16.0,12.0,10.0,7.0,8.0,7.0,8.0,12.0,0.0,3.0,0.0,0.0,Martin Atkinson
2869,2008-12-01,Arsenal,Birmingham,1.0,1.0,D,1.0,0.0,H,16.0,2.0,9.0,2.0,14.0,3.0,8.0,10.0,1.0,2.0,0.0,0.0,Phil Dowd
2870,2008-12-01,Aston Villa,Reading,3.0,1.0,H,1.0,0.0,H,14.0,6.0,8.0,3.0,13.0,7.0,15.0,11.0,0.0,2.0,0.0,0.0,Uriah Rennie
2871,2008-12-01,Chelsea,Tottenham,2.0,0.0,H,1.0,0.0,H,8.0,6.0,6.0,2.0,4.0,7.0,17.0,11.0,2.0,4.0,0.0,0.0,Alan Wiley
2872,2008-12-01,Derby,Wigan,0.0,1.0,A,0.0,0.0,D,2.0,12.0,1.0,4.0,1.0,6.0,12.0,16.0,1.0,2.0,1.0,0.0,Mark Clattenburg
2873,2008-12-01,Everton,Man City,1.0,0.0,H,1.0,0.0,H,10.0,5.0,5.0,1.0,4.0,4.0,14.0,12.0,2.0,1.0,0.0,0.0,Mark Halsey
2874,2008-12-01,Man United,Newcastle,6.0,0.0,H,0.0,0.0,D,30.0,7.0,21.0,5.0,16.0,1.0,7.0,7.0,1.0,1.0,0.0,1.0,Rob Styles
2875,2008-12-01,Middlesbrough,Liverpool,1.0,1.0,D,1.0,0.0,H,8.0,14.0,3.0,7.0,3.0,9.0,4.0,11.0,1.0,1.0,0.0,0.0,Andre Marriner
2876,2008-12-01,West Ham,Fulham,2.0,1.0,H,1.0,1.0,D,12.0,9.0,9.0,2.0,8.0,7.0,19.0,13.0,0.0,1.0,0.0,0.0,Mike Riley
2877,2008-01-13,Bolton,Blackburn,1.0,2.0,A,1.0,0.0,H,9.0,13.0,5.0,6.0,2.0,6.0,17.0,18.0,2.0,1.0,0.0,0.0,Mike Dean
2878,2008-01-13,Sunderland,Portsmouth,2.0,0.0,H,2.0,0.0,H,12.0,9.0,5.0,5.0,7.0,5.0,14.0,6.0,3.0,1.0,0.0,0.0,Chris Foy
2879,2008-01-19,Birmingham,Chelsea,0.0,1.0,A,0.0,0.0,D,15.0,12.0,7.0,9.0,6.0,10.0,9.0,5.0,1.0,1.0,0.0,0.0,Rob Styles
2880,2008-01-19,Blackburn,Middlesbrough,1.0,1.0,D,0.0,1.0,A,14.0,10.0,5.0,5.0,6.0,3.0,7.0,26.0,1.0,3.0,0.0,0.0,Keith Stroud
2881,2008-01-19,Fulham,Arsenal,0.0,3.0,A,0.0,2.0,A,5.0,11.0,0.0,4.0,4.0,3.0,13.0,10.0,0.0,1.0,0.0,0.0,Peter Walton
2882,2008-01-19,Newcastle,Bolton,0.0,0.0,D,0.0,0.0,D,13.0,7.0,5.0,5.0,9.0,6.0,14.0,15.0,1.0,2.0,0.0,0.0,Alan Wiley
