,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,ref_name
2488,2007-01-01,Fulham,Watford,0.0,0.0,D,0.0,0.0,D,16.0,13.0,4.0,5.0,6.0,7.0,6.0,17.0,1.0,2.0,0.0,1.0,Steve Bennett
2489,2007-01-01,Liverpool,Bolton,3.0,0.0,H,0.0,0.0,D,19.0,1.0,9.0,0.0,8.0,8.0,18.0,12.0,0.0,3.0,0.0,0.0,Graham Poll
2490,2007-01-01,Man City,Everton,2.0,1.0,H,0.0,0.0,D,11.0,15.0,7.0,5.0,4.0,6.0,13.0,13.0,2.0,3.0,0.0,0.0,Uriah Rennie
2491,2007-01-01,Middlesbrough,Sheffield United,3.0,1.0,H,1.0,1.0,D,13.0,6.0,7.0,3.0,7.0,3.0,10.0,11.0,2.0,1.0,0.0,0.0,Chris Foy
2492,2007-01-01,Newcastle,Man United,2.0,2.0,D,1.0,1.0,D,8.0,20.0,8.0,8.0,1.0,10.0,11.0,10.0,1.0,2.0,0.0,0.0,Rob Styles
2493,2007-01-01,Portsmouth,Tottenham,1.0,1.0,D,1.0,0.0,H,15.0,9.0,9.0,7.0,10.0,6.0,12.0,12.0,1.0,4.0,0.0,0.0,Andre Marriner
2494,2007-01-01,Reading,West Ham,6.0,0.0,H,4.0,0.0,H,18.0,9.0,9.0,3.0,3.0,3.0,6.0,13.0,1.0,0.0,0.0,0.0,Lee Mason
2495,2007-01-01,Wigan,Blackburn,0.0,3.0,A,0.0,1.0,A,14.0,8.0,5.0,5.0,5.0,5.0,10.0,16.0,0.0,5.0,0.0,0.0,Mark Clattenburg
2496,2007-02-01,Arsenal,Charlton,4.0,0.0,H,2.0,0.0,H,16.0,4.0,10.0,2.0,8.0,2.0,13.0,9.0,0.0,1.0,0.0,1.0,Mike Riley
2497,2007-02-01,Aston Villa,Chelsea,0.0,0.0,D,0.0,0.0,D,4.0,22.0,2.0,12.0,5.0,8.0,7.0,13.0,1.0,3.0,0.0,0.0,Phil Dowd
2498,2007-01-13,Blackburn,Arsenal,0.0,2.0,A,0.0,1.0,A,13.0,6.0,7.0,4.0,8.0,2.0,15.0,5.0,4.0,0.0,0.0,1.0,Chris Foy
2499,2007-01-13,Bolton,Man City,0.0,0.0,D,0.0,0.0,D,8.0,7.0,4.0,0.0,5.0,2.0,14.0,13.0,2.0,2.0,0.0,0.0,Andre Marriner
2500,2007-01-13,Charlton,Middlesbrough,1.0,3.0,A,1.0,1.0,D,16.0,12.0,9.0,9.0,5.0,3.0,12.0,15.0,3.0,1.0,0.0,0.0,Mike Dean
2501,2007-01-13,Chelsea,Wigan,4.0,0.0,H,1.0,0.0,H,12.0,2.0,6.0,1.0,7.0,3.0,15.0,17.0,1.0,3.0,0.0,0.0,Martin Atkinson
2502,2007-01-13,Man United,Aston Villa,3.0,1.0,H,3.0,0.0,H,27.0,7.0,17.0,5.0,8.0,4.0,8.0,15.0,1.0,1.0,0.0,0.0,Howard Webb
2503,2007-01-13,Sheffield United,Portsmouth,1.0,1.0,D,1.0,0.0,H,6.0,13.0,3.0,6.0,2.0,10.0,14.0,19.0,0.0,2.0,0.0,0.0,Lee Probert
